,1th value,2th value,3th value,4th value,5th value,6th value,7th value,8th value,9th value,10th value,11th value,12th value,13th value,14th value,15th value,16th value,17th value,18th value,19th value,20th value,21th value,22th value,23th value,24th value,25th value,26th value,27th value,28th value,29th value,30th value,31th value,32th value,33th value,34th value,35th value,36th value,37th value,38th value,39th value,40th value,41th value,42th value,43th value,44th value,45th value,46th value,47th value,48th value,49th value,50th value,51th value,52th value,53th value,54th value,55th value,56th value,57th value,58th value,59th value,60th value,61th value,62th value,63th value,64th value,65th value,66th value,67th value,68th value,69th value,70th value,71th value,72th value,73th value,74th value,75th value,76th value,77th value,78th value,79th value,80th value,81th value,82th value,83th value,84th value,85th value,86th value,87th value,88th value,89th value,90th value,91th value,92th value,93th value,94th value,95th value,96th value,97th value,98th value,99th value,100th value,101th value,102th value,103th value,104th value,105th value,106th value,107th value,108th value,109th value,110th value,111th value,112th value,113th value,114th value,115th value,116th value,117th value,118th value,119th value,120th value,121th value,122th value,123th value,124th value,125th value,126th value,127th value,128th value,129th value,130th value,131th value,132th value,133th value,134th value,135th value,136th value,137th value,138th value,139th value,140th value,141th value,142th value,143th value,144th value,145th value,146th value,147th value,148th value,149th value,150th value,151th value,152th value,153th value,154th value,155th value,156th value,157th value,158th value,159th value,160th value,161th value,162th value,163th value,164th value,165th value,166th value,167th value,168th value,169th value,170th value,171th value,172th value,173th value,174th value,175th value,176th value,177th value,178th value,179th value,180th value,181th value,182th value,183th value,184th value,185th value,186th value,187th value,188th value,189th value,190th value,191th value,192th value,193th value,194th value,195th value,196th value,197th value,198th value,199th value,200th value,201th value,202th value,203th value,204th value,205th value,206th value,207th value,208th value,209th value,210th value,211th value,212th value,213th value,214th value,215th value,216th value,217th value,218th value,219th value,220th value,221th value,222th value,223th value,224th value,225th value,226th value,227th value,228th value,229th value,230th value,231th value,232th value,233th value,234th value,235th value,236th value,237th value,238th value,239th value,240th value,241th value,242th value,243th value,244th value,245th value,246th value,247th value,248th value,249th value,250th value,genre,type
2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1460,5,74,770,94,3107,30,94,342,457,192,5,244,110,131,48,1409,134,329,3,147,94,310,124,4143,370,4,15,40,25,63,459,4377,3681,4,693,40,4,94,257,885,5,86,132,36,459,5,86,132,36,459,7,172,14,7,172,14,5,1460,5,74,770,94,3107,30,94,342,457,192,5,244,110,131,48,1409,134,329,3,147,94,310,124,4143,370,4,15,40,25,63,459,4377,3681,4,693,40,4,94,257,885,5,86,132,36,459,5,86,132,36,459,7,172,14,7,172,14,131,6,86,111,244,1,138,91,3,542,70,494,25,6,1402,329,33,1175,2058,30,5,86,132,36,459,5,86,132,36,459,7,172,14,7,172,14,5,86,132,36,459,5,86,132,36,459,7,172,14,7,172,14,3,train
2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,148,6,950,597,94,1261,1516,62,292,6,1239,48,12,221,1024,6,6241,232,7,353,22,435,10,25,6,1068,2580,5,860,3,2,384,875,60,257,3,28,111,112,124,2747,1,28,5,51,1282,12,124,1069,25,111,223,148,6,950,597,94,1261,1516,62,292,6,1239,48,12,221,1024,6,6241,232,7,353,22,435,10,25,6,1068,2580,5,860,3,2,384,875,60,257,3,28,111,112,124,2747,1,28,5,51,1282,12,124,1069,25,111,875,60,257,3,28,111,112,124,2747,1,28,5,51,1282,12,124,1069,25,111,430,30,25,6,115,4,1702,3,241,5,104,3,25,111,241,1069,25,111,430,30,25,6,115,4,1702,3,241,5,104,3,25,111,241,1069,25,111,1069,25,111,1069,25,111,3,train
2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,24,3,1,22,5,73,3,102,36,386,11,304,2856,75,253,58,118,1019,16,954,175,64,2856,143,1233,1756,315,222,63,459,13,304,2,365,5,7,6,25,81,5,8,73,2,2535,25,89,209,25,10,207,63,1,609,557,609,855,1442,2,1474,321,124,922,45,10,33,221,92,2856,33,159,25,45,6,13,3,2856,393,38,1217,336,32,211,1,2856,25,470,577,2,3,21,63,424,25,10,7,6,7,6,25,81,5,8,73,2,2535,25,89,209,25,10,207,63,1,609,557,609,855,1442,2,1474,321,124,922,45,10,33,221,92,2856,33,159,25,45,6,13,3,2856,393,38,1217,336,32,211,1,2856,25,470,577,2,3,21,63,424,25,10,7,6,7,6,25,81,25,10,7,6,7,6,25,81,3,train
2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,2,3006,961,7,6,1732,334,2,98,303,2,3525,961,7,6,1516,334,296,303,2,3006,961,7,6,1732,334,2,98,303,2,3525,961,7,6,1516,334,296,80,470,12,124,329,37,223,716,12,1664,67,80,470,3510,4,265,329,37,7,11,3,124,16,21,223,21,720,41,1631,949,1,2095,422,654,76,32,35,343,6246,114,6,1516,3,303,78,5764,857,16,21,303,2,3006,961,7,6,1732,334,2,98,303,2,3525,961,7,6,1516,334,296,303,2,3006,961,7,6,1732,334,2,98,303,2,3525,961,7,6,1516,334,296,80,470,12,124,329,37,223,716,12,1664,67,80,470,3510,4,265,329,37,7,11,3,124,16,21,223,21,720,41,1631,949,1,2095,422,654,76,32,35,343,6246,114,6,1516,3,303,78,5764,857,16,21,114,6,1516,3,303,78,5764,857,16,21,3,train
2827,372,11,335,12,370,1031,778,1654,366,905,4,1946,397,152,222,3524,7,1473,1136,6,5907,4,467,29,14,26,60,6807,12,4459,47,23,144,13,19,16,1136,12,4459,1,2,49,19,10,13,2,170,98,307,4,1950,1,54,124,170,19,296,1602,13,19,2,34,431,31,1,23,10,110,138,49,2,30,23,62,144,13,19,6,2,3233,5453,296,7,6,4145,62,5089,62,62,307,62,957,208,435,62,62,3583,60,7382,12,124,435,62,973,62,1457,62,2,185,62,48,2775,4368,3093,7382,12,124,23,3,26,8,2319,175,72,28,470,2,51,23,859,90,33,600,596,80,39,48,4878,99,1,137,7382,12,124,5015,49,19,62,1627,170,19,10,740,5285,52,4921,1,16,103,83,1602,9,11,871,1758,47,128,4,107,134,97,9,11,26,8,273,1895,871,23,3,72,58,245,228,1964,3,72,1964,10,3546,1031,9,32,596,80,39,4,15,307,37,1668,289,4,467,1186,8,15,1,51,1964,10,86,6,1757,37,30,23,37,4145,62,5462,62,5463,568,62,6,32,3797,1,5464,81,86,6,49,37,1625,1,1,51,1068,128,3,949,1,411,3,2994,1,568,296,3,train
2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,142,8,15,5,8,200,142,11,25,111,27,241,64,3153,3411,76,3,835,15,40,7,6,130,188,25,6,440,980,33,777,1240,577,25,84,25,111,108,32,407,13,334,4,7,94,950,152,227,25,27,1019,98,112,1,7,6,303,207,218,123,33,133,57,227,1,304,145,142,1,85,25,115,4,1304,688,27,112,1,33,145,99,66,1749,807,35,227,28,27,5,249,7,6,51,1225,37,269,6,142,200,25,1757,857,1809,112,241,33,1541,857,2113,1,25,84,25,111,108,32,407,13,334,4,7,94,950,152,227,25,27,1019,98,112,1,7,6,303,207,218,123,33,133,57,227,1,304,145,142,1,85,25,115,4,1304,688,27,112,1,84,71,35,54,25,113,59,37,56,25,10,5,91,214,92,57,25,6,13,91,171,22,1,7,6,303,207,583,991,33,146,57,227,1,304,145,142,1,85,25,115,4,7,6,51,23,477,1,3,train
2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3356,572,876,14,3187,16,1335,13,304,115,4,2791,981,16,455,13,304,115,4,292,52,6,148,59,52,4,984,5,289,170,28,86,1402,2,227,1,304,984,28,12,145,142,192,201,94,1402,961,5,51,1728,12,523,28,182,47,7,6,142,11,234,22,292,52,6,148,59,52,4,984,5,289,170,28,86,1402,2,227,1,304,984,28,12,145,142,192,201,94,1402,961,5,51,1728,12,523,28,182,47,7,6,142,11,234,22,28,4468,115,4,798,185,250,668,496,192,28,4468,115,4,798,185,250,668,496,192,201,94,1402,961,5,51,1728,12,523,28,182,47,7,6,142,11,234,22,201,94,1402,961,5,51,1728,12,523,28,182,47,7,6,142,11,234,22,201,94,1402,961,5,51,1728,12,523,28,182,47,7,6,142,11,234,22,3,train
2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,389,1,121,3199,2,46,7025,20,39,4,595,386,11,25,7,6,91,702,22,4400,46,3246,13,294,4,63,887,451,20,217,595,386,11,25,7,6,2786,30,25,2,389,1,59,121,3199,2,46,1943,4219,16,150,63,1,25,207,28,27,580,4400,46,3246,13,294,4,63,887,451,20,217,595,386,11,25,7,6,2786,30,25,2,389,1,59,121,3199,2,46,1943,4219,16,150,63,1,25,207,28,27,580,25,2,389,1,59,121,3199,2,46,1943,4219,16,150,63,1,25,207,28,27,580,3,train
2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,20,45,2,245,33,188,5,8,45,115,4,431,5,8,135,5,8,121,1229,95,525,84,22,45,2,188,3,1758,1,201,7,6,25,495,10,5,8,785,203,228,729,152,15,435,3,201,1418,5,8,25,3,71,13,40,33,188,22,7,11,85,413,3,539,99,50,146,13,4187,13,40,6,33,541,20,45,2,245,33,188,5,8,45,115,4,431,5,8,135,5,8,121,1229,95,525,84,22,45,2,188,3,1758,1,201,7,6,25,495,10,5,8,785,203,228,729,152,15,435,3,201,1418,5,8,25,3,71,13,40,33,188,22,7,11,85,413,3,539,99,50,146,13,4187,13,40,6,33,57,7,11,25,23,81,33,462,28,2784,845,227,28,257,145,227,28,13,257,145,201,1418,5,8,25,3,71,13,40,33,188,22,7,11,85,413,3,539,99,50,146,13,4187,13,40,6,33,3,train
2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,1875,1079,132,36,179,40,5,51,725,62,1669,71,984,20,1023,67,239,1,386,26,25,517,18,14,25,3,339,4,691,99,23,13,273,16,3648,47,300,14,63,833,223,21,36,26,1,25,2,132,36,459,23,3,912,669,22,973,10,364,405,1846,370,232,25,2,63,1,28,111,112,1,3250,527,28,111,112,1,51,668,28,111,112,1,313,3,171,28,111,112,1,40,239,1,386,26,1068,1875,1079,132,36,179,40,9,6,51,725,62,1669,12,1676,984,61,1023,11,25,911,26,51,1186,250,62,2634,556,239,25,3,339,4,22,71,235,8,1120,63,833,871,77,89,22,1,25,10,6597,23,3,912,669,22,973,10,364,405,1846,370,232,25,2,63,1,28,111,112,1,3250,527,28,111,112,1,51,668,28,111,112,1,313,3,171,28,111,112,1,40,239,1,386,26,28,111,112,1,3250,527,28,111,112,1,51,668,28,111,112,1,313,3,171,28,111,112,1,40,239,1,386,26,3,train
2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1001,6248,19,2,626,4,1155,623,37,244,1,20,4,71,23,41,735,3,172,244,159,208,1316,2153,390,2,6249,6248,37,2,82,48,263,23,19,370,4,415,62,5043,4577,1139,2306,2911,108,20,40,86,111,244,1,627,1,29,14,333,17,2,51,44,86,6,62,2,384,961,2,51,633,2,1800,13,51,23,2,2,1800,2,51,633,2,1800,13,51,23,2,2,1800,165,71,15,29,126,6,903,2288,5,8,147,31,1,1667,24,159,204,587,943,43,124,86,6,6249,6,1079,3949,778,1014,1,546,475,62,325,3,144,1,86,3,102,36,1268,37,626,8,1541,30,6,2,617,34,2769,4372,3036,2,51,633,2,1800,13,51,23,2,2,1800,2,51,633,2,1800,13,51,23,2,2,1800,59,48,780,31,1,894,6248,19,4,86,10,207,63,1,211,8,211,12,93,160,211,12,74,568,2,6248,3,4470,290,6,239,12,124,3,144,1,1271,13,310,53,62,2501,6,86,2,6249,859,207,63,1,422,2349,83,21,3,train
2834,0,0,0,25,162,3118,98,25,654,8,161,179,82,326,245,720,25,176,835,25,162,3118,98,110,16,685,1844,7,6,108,28,980,133,104,6,705,62,1146,2,33,698,25,3,263,29,14,40,232,200,58,188,94,130,50,188,5,244,1242,25,57,72,110,12,113,22,329,3,25,3,1,654,21,6250,3,25,7,11,72,7,6,168,4,222,2579,3,33,116,1,25,7,112,1,25,162,3118,98,654,468,685,216,82,326,245,720,25,339,3,176,25,162,3118,98,110,6,244,685,1844,7,6,477,28,983,133,104,6,705,62,1146,2,33,698,25,3,263,29,14,40,232,200,58,188,94,130,50,188,5,244,1242,25,57,72,110,12,113,22,329,3,25,3,1,654,21,6250,3,25,7,11,72,7,6,168,4,222,2579,3,33,116,1,25,7,112,1,25,57,72,110,12,113,22,329,3,25,3,1,654,21,6250,3,25,7,11,72,7,6,168,4,222,2579,3,33,116,1,25,7,112,1,25,57,72,110,12,113,22,329,3,25,3,1,654,21,6250,3,25,7,11,72,7,6,168,4,222,2579,3,33,116,1,25,7,112,1,3,train
2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,60,144,76,35,23,631,128,65,25,317,2973,12,590,28,60,144,76,35,23,631,128,65,25,317,2973,12,590,1,381,138,381,519,128,118,28,80,60,63,20,282,20,282,519,128,118,317,28,60,144,76,35,23,631,128,65,25,317,2973,12,590,1,381,138,381,519,128,118,28,80,60,63,20,282,20,282,519,128,118,317,1,381,138,381,519,128,118,28,80,60,63,20,282,20,282,519,128,118,317,28,60,144,76,35,23,631,128,65,25,317,2973,12,590,1,381,138,381,519,128,118,28,80,60,63,20,282,20,282,519,128,118,317,1,381,138,381,519,128,118,28,80,60,63,20,282,20,282,519,128,118,317,1,381,138,381,519,128,118,28,80,60,63,20,282,20,282,519,128,118,317,3,train
2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,111,35,59,6,1460,3,104,3,770,25,25,111,35,7,6,705,62,641,12,340,72,28,111,431,33,457,912,332,90,201,7,6,641,11,289,2,98,7,6,1965,10,289,2,98,20,289,1,28,112,192,116,28,39,4,7,107,192,25,25,111,35,59,6,1460,3,104,3,770,25,25,111,35,7,6,705,62,641,12,340,72,28,111,431,33,457,912,332,90,201,7,6,641,11,289,2,98,7,6,1965,10,289,2,98,20,289,1,28,112,192,116,28,39,4,7,107,192,201,7,6,641,11,289,2,98,7,6,1965,10,289,2,98,20,289,1,28,112,192,116,28,39,4,7,107,192,201,7,6,641,11,80,98,5,104,6,1490,10,596,20,289,1,28,112,192,116,13,351,7,530,20,289,1,28,112,192,116,13,351,7,530,3,train
2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,564,4,35,76,7383,1,240,1967,1003,41,190,4424,32,766,516,7,6,269,10,240,589,5,269,1271,5,269,5,269,1271,5,2465,335,148,41,28,80,111,21,2427,13,262,392,2658,21,1147,3214,17,551,1,5,269,1271,5,269,5,269,1271,110,4886,4,427,2,190,3527,2,456,40,4,28,43,59,3,2773,1,7,6,269,10,726,14,5,269,1271,5,269,5,269,1271,5,269,5,269,1271,3,train
2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,1699,653,736,3,28,80,115,4,2427,1097,4,608,20,362,5,1097,114,972,5,51,2741,1835,2223,28,80,115,4,2427,28,470,2552,20,4051,3166,1215,1736,653,736,3,7,331,778,538,31,1,922,40,1463,482,289,1,195,2,180,6,25,227,80,5,736,2,617,653,40,28,80,115,4,2427,28,470,2552,20,4051,3166,5,671,736,3,206,653,736,3,7,331,778,538,31,1,922,40,1463,482,289,1,195,2,180,6,25,227,80,25,2,46,577,104,190,973,62,1699,405,5,318,668,25,3,583,991,7,112,1,262,13,37,364,858,562,1,25,2,59,50,43,20,25,115,4,7,4274,97,653,736,3,7,331,778,538,31,1,922,40,1463,482,289,1,195,2,180,6,25,227,80,6,1699,766,335,12,28,80,115,4,2427,80,11,7,6,411,2,30,59,3,402,3194,3,train
2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,86,594,244,4,652,12,2078,28,111,2785,1,40,4,497,845,7,6,86,594,3682,2333,46,1409,134,845,705,1097,859,3661,134,1840,9,11,95,1174,13,8,273,811,13,11,6,2550,170,597,343,9,11,95,1174,13,8,273,811,1350,6,3143,430,2,30,28,13,8,1437,48,76,3,1806,48,1003,3,5,2782,7,6,86,594,248,292,52,48,600,644,1,329,3,102,44,332,90,9,11,95,1174,13,8,273,811,13,11,6,2550,170,597,343,9,11,95,1174,13,8,273,811,1350,6,3143,430,2,30,28,13,8,1437,48,76,3,1806,48,1003,3,5,2782,9,11,95,1174,13,8,273,811,13,11,6,2550,170,597,343,9,11,95,1174,13,8,273,811,1350,6,3143,430,2,30,28,9,11,95,1174,13,8,273,811,13,11,6,2550,170,597,343,9,11,95,1174,13,8,273,811,1350,6,3143,430,2,30,28,13,8,1437,48,76,3,1806,48,1003,3,5,2782,13,8,1437,48,76,3,1806,48,1003,3,5,2782,13,8,1437,48,76,3,1806,48,1003,3,5,2782,3,train
2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,6,603,2,33,5096,26,651,2286,6,1179,13,1428,5,435,114,1119,139,16,533,46,1119,1518,2,114,142,160,15,13,130,9,16,102,67,15,318,6,1225,2,46,795,6,980,685,263,5,142,234,29,14,80,5,564,142,1490,30,80,5,104,6,381,389,1,63,1,2420,1,13,983,39,48,18,142,1,131,6,603,2,33,5096,26,651,2286,6,1179,13,1428,5,435,114,1119,139,16,533,46,1119,1518,2,114,142,160,15,13,130,9,16,102,67,15,318,6,1225,2,46,795,6,980,685,263,5,142,234,29,14,80,5,564,142,1490,30,80,5,104,6,381,389,1,63,1,2420,1,13,983,39,48,18,80,5,564,142,1490,30,80,5,104,6,381,389,1,63,1,2420,1,13,983,39,48,18,80,5,564,142,1490,30,80,5,104,6,381,389,1,63,1,2420,1,13,983,39,48,18,142,1,3,train
2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,82,4,15,1199,82,48,142,192,5,104,3,1000,1,262,12,1000,192,97,555,82,4,15,1199,82,48,142,192,5,104,3,1000,1,262,12,1000,192,97,5739,60,1723,170,19,1173,62,6251,170,19,80,6,79,2,547,82,13,76,3,191,276,170,2,76,136,25,351,616,160,4801,2,76,136,546,1382,30,3030,3,510,5739,60,1723,170,19,1173,62,6251,170,19,80,6,79,2,547,82,13,76,3,191,276,170,59,7316,51,2102,54,1089,76,3,35,727,150,1093,134,845,2,76,136,25,351,616,160,4801,2,76,136,546,1382,30,3030,3,510,28,60,2,76,136,25,351,616,160,4801,2,76,136,546,1382,30,3030,3,510,3030,3,510,3,train
2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,62,52,4,209,1007,269,2412,60,2306,6,630,3,1096,386,43,905,16,1837,16,14,104,3,1868,2088,307,62,295,6,630,3,393,249,2070,35,59,269,344,823,2070,35,7,6,269,2511,134,845,742,742,3001,21,3001,21,79,3,70,17,332,90,3001,21,3001,21,652,12,686,487,332,90,7338,62,2093,52,4,209,283,269,4143,62,3311,19,3,402,332,90,905,16,5411,16,14,104,3,389,134,845,307,62,295,6,630,3,393,249,2070,35,59,269,344,823,2070,35,7,6,269,2511,134,845,742,742,3001,21,3001,21,79,3,70,17,332,90,3001,21,3001,21,652,12,686,487,332,90,3001,21,3001,21,79,3,70,17,332,90,3001,21,3001,21,652,12,686,487,332,90,3,train
2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,39,48,1803,23,3,1,7384,4,13,1583,13,11,280,83,647,596,97,6252,1042,844,310,742,13,11,280,83,647,596,97,6252,1042,844,310,742,227,39,48,1803,23,3,1,7384,4,13,1583,13,11,280,83,647,596,97,6252,1042,844,310,742,13,11,280,83,647,596,97,6252,1042,844,310,742,3,train
2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,37,43,2935,4850,1039,185,224,2,28,12,17,30,6,79,62,652,297,59,3,182,1,15,7,6,822,2678,11,25,13,6,79,10,13,82,4,15,80,13,130,37,223,526,136,10,62,1408,14,141,101,28,191,201,178,6,148,356,185,59,823,59,4,148,2,30,148,37,43,2935,4850,1039,185,224,2,28,12,17,30,6,79,62,652,297,59,3,182,1,15,7,6,822,2678,11,25,13,6,79,10,13,82,4,15,80,13,130,37,223,526,136,10,62,1408,14,141,101,28,191,201,178,6,148,356,185,59,823,59,4,148,2,30,80,13,130,37,223,526,136,10,62,1408,14,141,101,28,191,201,178,6,148,356,185,59,823,59,4,148,2,30,80,13,130,37,223,526,136,10,62,1408,14,141,101,28,191,201,178,6,148,356,185,59,823,59,4,148,2,30,80,13,130,37,223,526,136,10,62,1408,14,141,101,28,191,201,178,6,148,356,185,59,823,59,4,148,2,30,3,train
2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,174,893,1,29,15,18,45,2,1276,1887,1,45,6,74,3,487,64,45,6,511,3,627,1,38,98,5944,21,24,390,7,1825,3,668,1,3963,10,906,250,2,15,309,74,3,1,1,450,30,74,62,1523,37,309,586,12,1372,686,17,45,10,174,893,1,29,15,3199,2,847,353,298,98,51,930,6,3081,11,45,2,578,18,45,2,1276,1887,1,3963,10,906,250,2,15,309,74,3,1,1,450,30,74,62,1523,37,309,586,12,1372,686,17,45,10,174,893,1,29,15,3199,2,847,353,298,98,51,930,6,3081,11,45,2,578,18,45,2,1276,1887,1,45,10,174,893,1,29,15,3199,2,847,353,298,98,51,930,6,3081,11,45,2,578,18,45,2,1276,1887,1,3,train
2846,0,0,0,0,0,0,0,0,5,8,596,60,63,262,48,7,6,1395,49,3,262,4,31,1733,57,5,704,11,23,227,28,12,93,134,167,25,28,592,1137,145,530,59,2,134,167,5,8,678,134,167,6231,1595,3387,31,1292,31,1733,57,7,2428,3800,5459,4,15,22,227,39,4,15,25,33,93,134,167,3839,12,182,1,262,12,778,317,961,51,5459,115,48,33,7381,44,1285,25,950,1456,329,6730,1159,5,8,596,60,63,262,48,7,6,1395,49,3,262,4,31,1733,57,5,704,11,23,227,28,12,93,134,167,25,28,592,1137,145,530,46,1223,159,94,262,622,59,182,47,7281,562,93,47,28,97,172,1139,320,227,1137,6,411,46,577,982,44,1,25,33,93,134,167,3839,12,182,1,262,12,778,317,961,51,5459,115,48,33,7381,44,1285,25,950,1456,329,6730,1159,5,8,596,60,63,262,48,7,6,1395,49,3,262,4,31,1733,57,5,704,11,23,227,28,12,93,134,167,25,28,592,1137,145,530,46,1223,159,94,262,622,59,182,47,7281,562,93,47,28,97,172,1139,320,227,1137,6,411,46,577,982,44,1,46,577,982,44,1,3,train
